query_id;query_text;full_prompt_no_web;full_prompt_web_search;query_variant;query_topics;query_countries;query_time_collection_years;query_time_display;query_universe;query_analysis_units;abstract_generated_query;abstract_query_generator_model;abstract_source_hash;source_dataset_id;source_title;source_doi;source_portal_url;source_row
22;Can you find datasets about Specific diseases, disorders and medical conditions in German Democratic Republic (1949-1990) during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Specific diseases, disorders and medical conditions in German Democratic Republic (1949-1990) during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Specific diseases, disorders and medical conditions in German Democratic Republic (1949-1990) during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Specific diseases, disorders and medical conditions""]";"[""German Democratic Republic (1949-1990)""]";"[""1988"", ""1989""]";1980s;;;;;;ZA6370;Partnership Conflicts and Psychosomatic Gynecological Illnesses 1988/89 (Additional Survey: Sterile Women);"[""10.4232/1.6370""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6370&db=D;11
23;Can you find datasets about Family life and marriage in German Democratic Republic (1949-1990) during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Family life and marriage in German Democratic Republic (1949-1990) during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Family life and marriage in German Democratic Republic (1949-1990) during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Family life and marriage""]";"[""German Democratic Republic (1949-1990)""]";"[""1988"", ""1989""]";1980s;;;;;;ZA6370;Partnership Conflicts and Psychosomatic Gynecological Illnesses 1988/89 (Additional Survey: Sterile Women);"[""10.4232/1.6370""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6370&db=D;11
24;Can you find datasets about Gender and gender roles in German Democratic Republic (1949-1990) during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Gender and gender roles in German Democratic Republic (1949-1990) during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Gender and gender roles in German Democratic Republic (1949-1990) during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Gender and gender roles""]";"[""German Democratic Republic (1949-1990)""]";"[""1988"", ""1989""]";1980s;;;;;;ZA6370;Partnership Conflicts and Psychosomatic Gynecological Illnesses 1988/89 (Additional Survey: Sterile Women);"[""10.4232/1.6370""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6370&db=D;11
25;Can you find datasets about Reproductive health in Germany during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Reproductive health in Germany during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Reproductive health in Germany during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Reproductive health""]";"[""Germany""]";"[""1989"", ""1989""]";1980s;;;;;;ZA2235;Sexual Conduct of Men and Women in the Federal Republic of Germany 1989;"[""10.4232/1.2235""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=2235&db=D;12
26;Can you find datasets about Specific diseases, disorders and medical conditions in Germany during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Specific diseases, disorders and medical conditions in Germany during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Specific diseases, disorders and medical conditions in Germany during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Specific diseases, disorders and medical conditions""]";"[""Germany""]";"[""1989"", ""1989""]";1980s;;;;;;ZA2235;Sexual Conduct of Men and Women in the Federal Republic of Germany 1989;"[""10.4232/1.2235""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=2235&db=D;12
27;Can you find datasets about Family life and marriage in Germany during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Family life and marriage in Germany during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Family life and marriage in Germany during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Family life and marriage""]";"[""Germany""]";"[""1989"", ""1989""]";1980s;;;;;;ZA2235;Sexual Conduct of Men and Women in the Federal Republic of Germany 1989;"[""10.4232/1.2235""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=2235&db=D;12
28;Can you find datasets about HISTORY in South Carolina and Massachusetts during the 1730s and 1740s and 1750s and 1760s and 1770s and 1780s and 1790s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about HISTORY in South Carolina and Massachusetts during the 1730s and 1740s and 1750s and 1760s and 1770s and 1780s and 1790s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about HISTORY in South Carolina and Massachusetts during the 1730s and 1740s and 1750s and 1760s and 1770s and 1780s and 1790s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""HISTORY""]";"[""South Carolina"", ""Massachusetts""]";"[""1732"", ""1791""]";1730s and 1740s and 1750s and 1760s and 1770s and 1780s and 1790s;;;;;;ZA8413;"""Arma sunt necessaria"" (Arms are necessary) Guns, Gun Culture and Cultural Origins of the Second Amendment to the U.S. Constitution";"[""10.4232/1.8413""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8413&db=D;13
29;Can you find datasets about Leisure, tourism and sport in Finland during the 1960s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Leisure, tourism and sport in Finland during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Leisure, tourism and sport in Finland during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Leisure, tourism and sport""]";"[""Finland""]";"[""1969"", ""1969""]";1960s;;;;;;ZA1296;A Survey of Europe Today (Finland);"[""10.4232/1.1296""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1296&db=D;14
30;Can you find datasets about Social behaviour and attitudes in Finland during the 1960s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Social behaviour and attitudes in Finland during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Social behaviour and attitudes in Finland during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Social behaviour and attitudes""]";"[""Finland""]";"[""1969"", ""1969""]";1960s;;;;;;ZA1296;A Survey of Europe Today (Finland);"[""10.4232/1.1296""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1296&db=D;14
31;Can you find datasets about Media in Finland during the 1960s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Media in Finland during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Media in Finland during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Media""]";"[""Finland""]";"[""1969"", ""1969""]";1960s;;;;;;ZA1296;A Survey of Europe Today (Finland);"[""10.4232/1.1296""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1296&db=D;14
32;Can you find datasets about TRANSPORT AND TRAVEL in Finland during the 1960s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about TRANSPORT AND TRAVEL in Finland during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about TRANSPORT AND TRAVEL in Finland during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""TRANSPORT AND TRAVEL""]";"[""Finland""]";"[""1969"", ""1969""]";1960s;;;;;;ZA1296;A Survey of Europe Today (Finland);"[""10.4232/1.1296""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1296&db=D;14
33;Can you find datasets about Consumption and consumer behaviour in Finland during the 1960s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Consumption and consumer behaviour in Finland during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Consumption and consumer behaviour in Finland during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Consumption and consumer behaviour""]";"[""Finland""]";"[""1969"", ""1969""]";1960s;;;;;;ZA1296;A Survey of Europe Today (Finland);"[""10.4232/1.1296""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1296&db=D;14
